,CONTROL,AGE1,METRO3,REGION,LMED,FMR,L30,L50,L80,IPOV,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,ROOMS,WEIGHT,PER,ZINC2,ZADEQ,ZSMHC,STRUCTURETYPE,OWNRENT,UTILITY,OTHERCOST,COST06,COST12,COST08,COSTMED,TOTSAL,ASSISTED,GLMED,GL30,GL50,GL80,APLMED,ABL30,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COST06RELAMIPCT,COST06RELAMICAT,COST06RELPOVPCT,COST06RELPOVCAT,COST06RELFMRPCT,COST06RELFMRCAT,COST08RELAMIPCT,COST08RELAMICAT,COST08RELPOVPCT,COST08RELPOVCAT,COST08RELFMRPCT,COST08RELFMRCAT,COST12RELAMIPCT,COST12RELAMICAT,COST12RELPOVPCT,COST12RELPOVCAT,COST12RELFMRPCT,COST12RELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO3,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOST06RELPOVCAT,FMTCOST08RELPOVCAT,FMTCOST12RELPOVCAT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOST06RELFMRCAT,FMTCOST08RELFMRCAT,FMTCOST12RELFMRCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOST06RELAMICAT,FMTCOST08RELAMICAT,FMTCOST12RELAMICAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTREGION,FMTSTATUS
599,'100602500144',52,'1','4',56600,941,12400,20650,33050,12005,2,1980,'1',1,60000,-6,'1',6,4,2558.2347387,1,32987,'1',583,3,'1',83.0,58.916666667,540.67395025,772.36746901,613.14953656,490.52673397,33000,-9,56600,12400,20650,33050,39620.0,15942.857143000001,26550.0,42492.857143,50940.0,0.2120835481,83.258455326,4,274.77717618,4,87.638150903,2,42.455747958,2,180.14958775,3,57.457380473,2,48.146803028,2,204.29805466,4,65.159355639,2,60.649192698,3,257.34859442,4,82.079433476,2,38.518000312,2,163.44081099,3,52.12823953,2,'1 Adequate','Central City','1980-1989','3 5-19 units','2 2BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','3 50 - 60% AMI','2 30 - 50% AMI','4 60 - 80% AMI','.','1 Less than 30%','West','-5'
600,'100604130103',21,'4','3',49074,1004,15200,25341,40541,23801,4,2011,'1',1,-6,-6,'2',4,8,2065.5917962000003,4,1648,'1',446,2,'2',0.0,5.75,446.0,446.0,446.0,446.0,1700,0,49074,15200,25341,40541,49074.0,17632.0,29395.56,47027.56,56925.84,3.2475728155000003,3.3581937481999997,1,6.9240788202,1,4.1035856574,1,31.339019328000003,2,74.954833831,1,44.422310757,1,31.339019328000003,2,74.954833831,1,44.422310757,1,31.339019328000003,2,74.954833831,1,44.422310757,1,31.339019328000003,2,74.954833831,1,44.422310757,1,'1 Adequate','-5','After 2010','2 2-4 units','4 4BR+','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','-5','-5'
601,'100604140140',51,'4','3',49074,644,12179,20291,32451,15923,2,1980,'1',1,400000,-6,'1',4,6,2127.7811949,2,70340,'1',1231,2,'1',210.83333333,128.33333333,2997.5485572,4542.1720156,3480.7191325999997,2663.2337820000002,69662,-9,49074,12179,20291,32451,39259.2,13701.375,22827.375,36507.375,44166.6,0.21000853,179.16819497,7,441.75092633,4,273.05900621,3,271.47650552,7,753.01100476,4,465.4578505,3,315.23541614,7,874.38777432,4,540.48433737,3,411.3671431,7,1141.0342311,4,705.3062136,3,241.19889528,7,669.02814345,4,413.54561833,3,'1 Adequate','-5','1980-1989','2 2-4 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
602,'100605130103',46,'1','3',56613,1349,13931,23192,37100,15470,4,2005,'1',1,300000,-6,'1',1,7,655.08999412,2,35324,'1',1044,1,'1',238.66666667,130.0,2362.4530846000002,3520.9206784000003,2724.8310161,2111.7170032000004,0,-9,56613,13931,23192,37100,45290.4,20199.95,33628.4,53795.0,65671.08,0.3546597214,77.99445357100001,4,228.3387201,4,65.463306153,2,143.89610066,7,610.84759782,4,175.12624793,3,165.96839986,7,704.54583481,4,201.98895598,3,214.45791227,7,910.38673002,4,261.00227416,3,128.62386324,7,546.01603185,4,156.53943686,3,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','4 60 - 80% AMI','.','2 30% to 50%','-5','-5'
603,'100606130103',32,'5','2',58768,849,14281,23786,38055,15905,3,2008,'1',1,150000,-6,'1',1,5,3678.1852424000003,2,59987,'1',827,1,'1',134.83333333,37.5,1169.2265423000001,1748.4603392000001,1350.4155081,1043.8585016000002,60000,-9,58768,14281,23786,38055,47014.4,18565.3,30921.8,49471.5,61118.72,0.1654358444,127.59282262,7,377.15812638,4,176.6401649,3,76.521664216,4,294.05257272,4,137.71808508,3,88.379829163,5,339.62037298,4,159.05954159,3,114.43042912,6,439.72595767,4,205.94350285,3,68.316777681,4,262.52335784,4,122.95153140000001,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
604,'100607130103',62,'4','3',50723,907,12670,21096,33752,15470,3,2003,'1',1,130000,-6,'1',1,7,1744.9137446,2,30000,'1',1029,1,'1',212.0,75.0,1150.9741144000002,1652.9767384000002,1308.0045514,1042.3218125,15000,-9,50723,12670,21096,33752,40578.4,16471.0,27424.8,43877.6,52751.92,0.4116,73.930958342,4,193.92372334,3,82.690187431,2,87.27448134,5,297.60158098,4,126.89902033,3,99.181569235,5,338.20415034,4,144.21218869,3,125.33964553,7,427.4018716,4,182.24660842,3,79.035744102,4,269.50790239,4,114.91971472,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','4 60 - 80% AMI','4 60 - 80% AMI','.','2 30% to 50%','-5','-5'
605,'100607230103',56,'4','3',50723,683,11092,18470,29536,12055,2,2004,'1',1,90000,-6,'1',1,4,2237.5628244000004,1,35487,'1',383,1,'1',175.83333333,110.0,883.96925871,1231.5095368,992.68263818,808.74843429,35500,-9,50723,11092,18470,29536,35506.1,14261.142856999999,23747.142857,37974.857143,45650.7,0.12951221570000002,99.946206427,5,294.37577769,4,129.89385066,3,77.45504526399999,4,293.31207257,4,129.42448883,3,86.98071557899999,5,329.38453361,4,145.34152828,3,107.90717661,6,408.63029012,4,180.30886337,3,70.86405547300001,4,268.35286082,4,118.41119097,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5','-5'
606,'100607430103',26,'4','3',50723,907,14250,23736,37971,18595,3,2007,'1',1,140000,-6,'1',1,7,2761.2979608,3,44974,'1',316,1,'1',149.0,41.666666667,1121.1003284,1661.7185388,1290.2100298,1004.090157,45000,-9,50723,14250,23736,37971,45650.7,16466.666666999998,27428.266667,43877.6,52751.92,0.08431538220000001,98.51765690299999,5,241.86071525,4,123.96361632,3,85.00925299800001,5,241.16167322,4,123.60532837,3,97.83227073100001,5,277.53912982,4,142.25027891,3,126.00250674,7,357.45491558,4,183.21042324,3,76.136766741,4,215.99142932,4,110.70453771,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','4 60 - 80% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5','-5'
607,'100607530103',42,'4','3',50723,1033,15810,26347,42161,23529,4,2006,'1',1,510000,-6,'1',1,9,2129.2049230000002,4,363904,'1',2896,1,'1',424.0,136.66666667,3950.1035770999997,5919.4984866,4566.146060800001,3523.8522388000006,363943,-9,50723,15810,26347,42161,50723.0,18339.6,30562.52,48906.76,58838.68,0.09549771369999999,717.43390572,7,1546.6190658,4,880.69699903,3,268.53787863,7,671.52935987,4,382.39144019,3,310.41798088,7,776.25841485,4,442.02769223,3,402.42224921,7,1006.3323535000001,4,573.03954371,3,239.5602511,7,599.06536423,4,341.12799988,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
608,'100608230103',93,'2','3',60060,1282,13025,21697,34702,11067,3,2007,'1',1,20000,-6,'1',1,5,632.97048791,1,8500,'2',299,1,'1',205.0,0.0,337.91909453,415.15026745,362.0776233,321.20335577,0,-9,60060,13025,21697,34702,42042.0,19351.428571,32235.542857,51557.257143,62462.4,0.4221176471,20.217877361,1,76.804915515,1,16.575663027,1,21.639840578,1,122.13575297,2,26.358743723000003,1,23.18691714,1,130.86748832,2,28.243184345,1,26.58561102,1,150.04979396,3,32.383016181,1,20.569389314000002,1,116.09410166,2,25.054863945,1,'2 Moderately Inadequ','-5','2000-2009','1 Single Family','3 3BR','1 Owner','2 100-150% Poverty','2 100-150% Poverty','3 150-200% Poverty','2 100-150% Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','.','2 30% to 50%','-5','-5'
609,'100611710144',31,'2','4',101300,1262,24350,40550,60050,15470,1,1985,'1',1,-6,-6,'2',118,4,2477.4257909000003,2,119974,'2',1730,5,'2',60.0,10.0,1730.0,1730.0,1730.0,1730.0,120000,0,101300,24350,40550,60050,81040.0,22828.125,38015.625,56296.875,75975.0,0.17303749149999997,148.04294176,7,775.52682612,4,237.66640254,3,91.08259295799999,5,447.31738849,4,137.08399366,3,91.08259295799999,5,447.31738849,4,137.08399366,3,91.08259295799999,5,447.31738849,4,137.08399366,3,91.08259295799999,5,447.31738849,4,137.08399366,3,'2 Moderately Inadequ','-5','1980-1989','5 50+ units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','West','-5'
610,'100611970144',46,'1','4',101300,2270,30400,50650,75050,24218,3,1985,'1',1,-6,-6,'2',1,6,2389.3334221,4,39987,'1',1795,1,'2',295.33333333,0.0,1795.0,1795.0,1795.0,1795.0,30000,0,101300,30400,50650,75050,101300.0,31616.0,52676.0,78052.0,105352.0,0.5386750694,39.473840079,2,165.11272607,3,44.038546256000004,1,68.152479307,4,296.47369725,4,79.074889868,2,68.152479307,4,296.47369725,4,79.074889868,2,68.152479307,4,296.47369725,4,79.074889868,2,68.152479307,4,296.47369725,4,79.074889868,2,'1 Adequate','Central City','1980-1989','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','2 30 - 50% AMI','0 Not Assisted','3 50% or More','West','-5'
611,'100617230103',85,'5','3',46720,859,11752,19574,31310,13964,3,2003,'1',1,400000,-6,'1',1,12,3961.6294799,2,28380,'1',669,1,'1',243.33333333,155.0,3056.7152239,4601.3386823,3539.8857993,2722.4004487,0,-9,46720,11752,19574,31310,37376.0,15277.6,25446.2,40703.0,48588.8,0.2828752643,75.931078767,4,203.23689487,4,82.596041909,2,251.6394909,7,875.59874646,4,355.84577694,3,291.41578300000003,7,1014.0033799,4,412.09380667,3,378.79829774,7,1318.0574855999998,4,535.66224473,3,224.11752904,7,779.83398703,4,316.92671114,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','4 60 - 80% AMI','.','1 Less than 30%','-5','-5'
612,'100617330103',-9,'4','3',49074,644,10666,17755,28401,-6,2,2006,'3',1,-6,1,'-6',16,4,1005.7912181,-6,-6,'-6',-6,3,'2',0.0,31.666666666999998,1021.6666667000002,1021.6666667000002,1021.6666667000002,1021.6666667000002,-9,-9,49074,10666,17755,28401,-9.0,13713.428571,22827.857143,36515.571429,44166.6,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,92.528441552,5,-9.0,-9,158.64389234,3,92.528441552,5,-9.0,-9,158.64389234,3,92.528441552,5,-9.0,-9,158.64389234,3,92.528441552,5,-9.0,-9,158.64389234,3,'-5','-5','2000-2009','3 5-19 units','2 2BR','2 Renter','.','.','.','.','.','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','.','5 80 - 100% AMI','5 80 - 100% AMI','5 80 - 100% AMI','5 80 - 100% AMI','.','.','.','-5','-5'
613,'100618550145',-9,'1','3',52700,661,11100,18450,29550,-6,1,1985,'3',1,-6,1,'-6',288,4,1488.1210282,-6,-6,'-6',-6,5,'2',103.0,0.0,146.75,146.75,146.75,146.75,-9,-9,52700,11100,18450,29550,-9.0,11892.857143000001,19767.857143,31660.714286000002,39525.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,14.851359899,1,-9.0,-9,22.201210287,1,14.851359899,1,-9.0,-9,22.201210287,1,14.851359899,1,-9.0,-9,22.201210287,1,14.851359899,1,-9.0,-9,22.201210287,1,'-5','Central City','1980-1989','5 50+ units','1 1BR','2 Renter','.','.','.','.','.','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','.','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','.','.','.','-5','-5'
614,'100622330103',32,'2','2',65014,752,17496,29145,46621,18622,2,2005,'1',1,120000,-6,'1',1,5,2441.5069438,3,62974,'1',1439,1,'1',226.0,68.0,1091.5145672,1554.9016047,1236.4657398,991.22013461,63000,-9,65014,17496,29145,46621,58512.6,17496.0,29145.0,46621.0,58512.6,0.27420840350000003,107.62468255,6,338.16990656,4,209.35505319,3,74.617403237,4,234.45700079,4,145.14821372,3,84.526460269,5,265.59246908,4,164.42363561,3,106.29516409999998,6,333.99239710000006,4,206.76883041,3,67.761140993,4,212.91378684,4,131.81118811,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
615,'100623130103',68,'5','3',44607,867,11950,19870,31803,13948,3,2003,'1',1,100000,-6,'1',1,5,2383.5899710999997,2,67000,'1',1314,1,'1',192.66666667,100.0,957.2621393,1343.4180039,1078.0547832,873.68344551,30000,-9,44607,11950,19870,31803,35685.6,15535.0,25831.0,41343.9,46391.28,0.23534328359999998,187.75080144,7,480.35560654,4,193.19492503,3,82.538109688,4,274.5231257,4,110.41085805,3,92.953225965,5,309.16397567,4,124.34311224,3,115.83366563,6,385.26469857,4,154.95017346,3,75.33169557,4,250.55447247,4,100.7708703,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
616,'100623330103',36,'5','3',44607,867,16125,26845,42932,27654,3,2005,'1',1,130000,-6,'1',1,5,1574.1073800000001,5,66961,'1',1490,1,'1',273.33333333,32.5,1169.8074478,1671.8100717,1326.8378848,1061.1551458,67000,-9,44607,16125,26845,42932,48175.56,15527.777778,25850.740741,41341.925925999996,46391.28,0.2670211018,138.99371383,7,242.13856947,4,193.08246828,3,100.86442519,6,169.20625555,3,134.92588786,3,114.40407635,6,191.91985026,3,153.03781831,3,144.14864791,7,241.81819219,4,192.82699789,3,91.496086836,5,153.49029375,3,122.39390379,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','3 150-200% Poverty','3 150-200% Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
617,'100623530103',37,'5','3',44607,981,14899,24828,39727,23863,4,2006,'1',1,-6,-6,'2',1,7,1890.9487030999999,4,90369,'1',1727,1,'2',246.83333333,80.0,1727.0,1727.0,1727.0,1727.0,82000,0,44607,14899,24828,39727,44607.0,17282.84,28800.48,46083.32,51744.12,0.2293264283,202.58927971,7,378.6992415,4,230.29816514,3,133.50309175,7,289.48581486,4,176.04485219,3,133.50309175,7,289.48581486,4,176.04485219,3,133.50309175,7,289.48581486,4,176.04485219,3,133.50309175,7,289.48581486,4,176.04485219,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
618,'100629960141',-9,'1','4',62900,637,13200,22050,35250,-6,1,1985,'3',1,-6,1,'-6',16,3,1606.4297597999998,-6,-6,'-6',-6,3,'2',60.0,0.0,695.0,695.0,695.0,695.0,-9,-9,62900,13200,22050,35250,-9.0,14142.857143000001,23625.0,37767.857143,47175.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,58.929517753,3,-9.0,-9,109.10518053,3,58.929517753,3,-9.0,-9,109.10518053,3,58.929517753,3,-9.0,-9,109.10518053,3,58.929517753,3,-9.0,-9,109.10518053,3,'-5','Central City','1980-1989','3 5-19 units','1 1BR','2 Renter','.','.','.','.','.','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','.','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','.','.','.','West','-5'
619,'100631370145',33,'3','2',61292,1073,12974,21611,34552,12055,4,1985,'1',1,-6,-6,'2',1,8,3208.1774977,1,15487,'1',1277,1,'2',77.0,0.0,1277.0,1277.0,1277.0,1277.0,15500,0,61292,12974,21611,34552,42904.4,21499.771429,35812.514286,57257.6,71098.72,0.9894750436,36.096530892,2,128.46951472,2,36.083410997,1,71.843768777,4,423.72459560000004,4,119.01211556,3,71.843768777,4,423.72459560000004,4,119.01211556,3,71.843768777,4,423.72459560000004,4,119.01211556,3,71.843768777,4,423.72459560000004,4,119.01211556,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 100-150% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','2 30 - 50% AMI','0 Not Assisted','3 50% or More','-5','-5'
620,'100633120146',27,'2','3',61300,1138,16600,27600,44150,18670,3,1985,'1',1,-6,-6,'2',6,5,2513.9075424000002,3,-13,'1',923,3,'2',200.0,0.0,923.0,923.0,923.0,923.0,0,1,61300,16600,27600,44150,55170.0,19182.222222,31893.333333,51017.777777999996,63752.0,-1.0,-0.023563531000000002,1,-0.069630423,1,-0.028558875,1,57.911908646,3,197.75040171,3,81.107205624,2,57.911908646,3,197.75040171,3,81.107205624,2,57.911908646,3,197.75040171,3,81.107205624,2,57.911908646,3,197.75040171,3,81.107205624,2,'1 Adequate','-5','1980-1989','3 5-19 units','3 3BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','1 LTE Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','1 LTE 30% AMI','1 Assisted','4 No Income','-5','-5'
621,'100633230103',66,'2','3',61228,1105,12910,21503,34385,11096,3,2005,'1',2,20000,-6,'1',1,7,3331.095394,1,20400,'1',467,6,'1',165.0,235.0,532.91909453,610.15026745,557.0776232999999,516.20335577,0,-9,61228,12910,21503,34385,42859.6,19180.571429,31947.314286,51086.285714,63677.12,0.2747058824,47.59727109,2,183.85003605,3,46.15384615399999,1,33.4763315,2,192.11214655,3,48.227972355,1,34.99389566,2,200.82106103,4,50.414264552,2,38.327755241,2,219.95323268,4,55.217218773,2,32.426300421,2,186.08628542,3,46.715235816,1,'1 Adequate','-5','2000-2009','6 Mobile Home','3 3BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 150-200% Poverty','1 LTE 50% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','.','1 Less than 30%','-5','-5'
622,'100633330203',41,'2','3',61228,1315,18412,30689,49100,23462,4,2005,'1',1,350000,-6,'1',1,8,2417.9226743,4,120000,'1',1782,1,'1',240.0,135.66666667,2701.7508209000002,4053.296347,3124.5250744000004,2409.2253926,35000,-9,61228,18412,30689,49100,61228.0,21357.92,35599.24,56956.0,71024.48,0.1782,195.98876331,7,511.46534822,4,228.13688213,3,152.1588512,7,460.61730814,4,205.45633619,3,175.96890956,7,532.69543507,4,237.60646954,3,228.27601678,7,691.04020919,4,308.23546365,3,135.68422564,7,410.74510146,4,183.21105647,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
623,'100633380146',49,'2','3',61300,1138,18400,30650,49050,23828,3,1980,'1',1,140000,-6,'1',1,5,2178.9374193000003,4,88246,'1',1479,1,'1',277.0,86.5,1293.9336617000001,1834.5518721,1463.0433630999999,1176.9234904,54000,-9,61300,18400,30650,49050,61300.0,19136.0,31876.0,51012.0,63752.0,0.2011195975,143.95758564,7,370.34581165,4,193.86203866,3,81.185447465,5,217.21229842,4,113.70243073,3,91.795919381,5,245.60069886,4,128.56268568,3,115.10552592,6,307.96573311,4,161.20842462,3,73.843863118,4,197.56983219,3,103.42034186,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
624,'100633530103',33,'1','3',55926,1025,15090,25134,40205,18622,3,2007,'1',1,250000,-6,'1',1,7,2958.4617257,3,88974,'1',1812,1,'1',287.08333333,87.5,2036.0720149,3001.4616764,2338.0536246,1827.1252804,89000,-9,55926,15090,25134,40205,50333.4,17437.333333000002,29043.733333,46459.111111,58163.04,0.2443860004,176.76930229,7,477.78971109,4,217.00975609999998,3,140.02514414,7,437.34765652,4,198.64117219,3,160.79308266,7,502.21321546,4,228.10279264,3,206.41711138,7,644.7130655,4,292.82552941,3,125.65541832,7,392.46596079,4,178.25612492,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
